source,state,Cost,Error,Entropy,source=3 state=8
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,3,0.4,0,1.37095059445
0,4,0.4,1,1.37095059445
0,4,0.4,0,1.37095059445
0,4,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
0,4,0.4,1,1.37095059445
0,3,0.4,1,1.37095059445
0,3,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,2,0.4,1,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,5,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,7,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,2,0.4,1,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,2,0.4,0,1.37095059445
0,1,0.4,1,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,1,0.4,0,1.37095059445
0,0,0.4,1,1.37095059445
0,0,0.4,0,1.37095059445
0,7,0.4,1,1.37095059445
0,7,0.4,0,1.37095059445
0,6,0.4,1,1.37095059445
0,5,0.4,1,1.37095059445
0,6,0.4,1,1.37095059445
0,6,0.4,0,1.37095059445
0,5,0.4,1,1.37095059445
